n,Dynamic Programming Memoization,,,,,,,Dynamic Programming Tabulation,,,,,,,Greedy Highest Value,,,,,,,,Greedy Smallest Weight,,,,,,,,Greedy Greatest Worth Ratio,,,,,,,
,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error
12200,4419,88934,4403,77606,4438,76299,80946,4419,20069,4403,22233,4438,19609,20637,1002,196,1002,216,1503,184,198,73.57%,2564,260,2524,251,2587,251,254,42.12%,4327,81,4198,82,4165,82,81,4.30%
12300,4419,81284,4403,76213,4438,78400,78632,4419,21370,4403,19857,4438,21375,20867,1002,209,1002,177,1503,179,188,73.57%,2564,271,2556,270,2587,256,265,41.88%,4327,84,4198,80,4165,81,81,4.30%
12400,4419,82121,4421,79331,4438,78664,80038,4419,20593,4421,20006,4438,19682,20093,1002,211,1002,194,1503,211,205,73.60%,2564,260,2556,262,2587,274,265,41.96%,4327,88,4198,81,4165,83,84,4.43%
12500,4419,84157,4421,78146,4438,78994,80432,4419,21054,4421,20184,4438,22783,21340,1002,183,1002,197,1503,186,188,73.60%,2564,264,2556,253,2587,264,260,41.96%,4327,81,4198,83,4165,81,81,4.43%
12600,4419,82108,4421,82549,4438,84005,82887,4419,20950,4421,21495,4438,22241,21562,1002,191,1002,201,1503,185,192,73.60%,2564,268,2556,279,2587,258,268,41.96%,4327,99,4198,92,4165,82,91,4.43%
12700,4419,85944,4421,88184,4438,81054,85060,4419,29439,4421,21188,4438,21743,24123,1002,187,1002,179,1503,273,213,73.60%,2564,273,2556,262,2587,366,300,41.96%,4327,84,4198,81,4165,108,91,4.43%
12800,4419,95070,4421,81126,4444,80210,85468,4419,21755,4421,21034,4444,20881,21223,1002,216,1002,205,1503,183,201,73.61%,2564,277,2556,262,2587,284,274,41.98%,4327,85,4198,82,4165,83,83,4.47%
12900,4419,86730,4421,83260,4444,81985,83991,4419,20859,4421,23635,4444,24478,22990,1002,193,1002,254,1503,184,210,73.61%,2564,269,2556,386,2587,261,305,41.98%,4327,83,4198,118,4165,84,95,4.47%
13000,4419,84179,4421,81735,4444,83929,83281,4419,21416,4421,20826,4444,22214,21485,1002,192,1002,192,1503,213,199,73.61%,2564,284,2556,270,2587,264,272,41.98%,4327,87,4198,85,4165,88,86,4.47%
13100,4419,87150,4421,83818,4444,82870,84612,4419,22035,4421,25066,4444,21351,22817,1002,194,1002,202,1503,187,194,73.61%,2564,279,2556,282,2949,275,278,39.27%,4327,86,4198,87,4165,87,86,4.47%
13200,4419,90050,4421,84683,4444,84771,86501,4419,22966,4421,21933,4444,24397,23098,1002,187,1002,224,1503,238,216,73.61%,2564,285,2556,291,2949,282,286,39.27%,4327,88,4198,88,4165,89,88,4.47%
13300,4419,101080,4421,111609,4450,85826,99505,4419,26292,4421,22370,4450,25196,24619,1002,217,1002,226,1503,201,214,73.63%,2564,284,2556,273,2949,282,279,39.30%,4327,91,4198,93,4165,88,90,4.51%
13400,4419,101410,4421,88080,4456,90051,93180,4419,23570,4421,22967,4456,27051,24529,1002,205,1002,220,1503,204,209,73.64%,2564,274,2556,281,3196,288,281,37.48%,4327,90,4198,88,4165,90,89,4.55%
13500,4419,91995,4421,83714,4456,86189,87299,4419,23340,4421,22839,4456,22336,22838,1002,209,1002,276,1503,205,230,73.64%,2564,280,2556,295,3196,278,284,37.48%,4327,88,4198,93,4165,86,89,4.55%
13600,4419,101654,4421,87518,4456,87091,92087,4419,22716,4421,22884,4456,22787,22795,1002,198,1002,225,1503,226,216,73.64%,2564,284,2556,281,3196,284,283,37.48%,4327,90,4198,89,4165,90,89,4.55%
13700,4419,89388,4421,89027,4456,90134,89516,4419,25749,4421,22809,4456,23041,23866,1002,214,1002,217,1503,195,208,73.64%,2564,284,2567,288,3196,287,286,37.40%,4327,89,4198,89,4165,91,89,4.55%
13800,4419,95589,4434,88921,4456,89469,91326,4419,23018,4434,22604,4456,24158,23260,1002,202,1002,209,1503,218,209,73.67%,2564,311,2567,287,3196,293,297,37.45%,4327,104,4198,89,4165,89,94,4.64%
13900,4419,96425,4434,98246,4458,87732,94134,4419,27004,4434,23969,4458,22285,24419,1002,219,1002,205,1503,198,207,73.67%,2564,289,2567,283,3196,288,286,37.46%,4327,90,4198,90,4165,90,90,4.66%
14000,4419,103244,4434,96423,4458,90698,96788,4419,33646,4434,23928,4458,23862,27145,1002,189,1002,213,1503,202,201,73.67%,2564,309,2567,309,3196,290,302,37.46%,4327,89,4198,111,4165,92,97,4.66%
14100,4419,109234,4434,90997,4458,91169,97133,4419,26309,4434,23859,4458,24108,24758,1002,244,1002,197,1503,217,219,73.67%,2564,318,2567,303,3196,299,306,37.46%,4327,98,4198,92,4165,90,93,4.66%
14200,4419,93410,4434,89669,4458,90512,91197,4419,23076,4434,22889,4458,23836,23267,1002,201,1002,200,1503,219,206,73.67%,2564,317,2567,298,3196,283,299,37.46%,4327,94,4198,93,4165,99,95,4.66%
14300,4419,95035,4434,91593,4458,92499,93042,4419,23843,4434,23467,4458,23639,23649,1002,221,1002,222,1503,196,213,73.67%,2564,288,2567,294,3196,299,293,37.46%,4327,91,4198,96,4165,98,95,4.66%
14400,4419,95421,4434,91718,4458,94238,93792,4419,26240,4434,25092,4458,23387,24906,1002,211,1002,229,1503,223,221,73.67%,2564,299,2567,302,3196,291,297,37.46%,4327,320,4198,93,4165,97,170,4.66%
14500,4419,94604,4434,93308,4458,92047,93319,4419,23151,4434,24806,4458,22425,23460,1002,218,1002,211,1503,210,213,73.67%,2564,299,2567,315,3196,299,304,37.46%,4327,98,4198,94,4165,94,95,4.66%
14600,4419,95927,4434,92657,4458,94354,94312,4419,23602,4434,23961,4458,23017,23526,1002,273,1002,213,1503,202,229,73.67%,2564,319,2567,311,3196,298,309,37.46%,4327,98,4198,97,4165,94,96,4.66%
14700,4419,99481,4434,93379,4458,94626,95828,4419,23098,4434,26041,4458,25312,24817,1002,206,1002,214,1503,238,219,73.67%,2564,297,2567,303,3196,339,313,37.46%,4327,93,4198,98,4165,97,96,4.66%
14800,4426,96801,4434,92800,4458,95562,95054,4426,23181,4434,24239,4458,24007,23809,1002,202,1002,230,1503,227,219,73.68%,2564,303,2567,304,3196,301,302,37.49%,4327,147,4198,95,4165,102,114,4.71%
14900,4440,97498,4434,92000,4458,94634,94710,4440,23696,4434,24515,4458,24362,24191,1002,208,1002,233,1503,207,216,73.71%,2564,346,2567,317,3196,301,321,37.56%,4327,97,4198,105,4165,101,101,4.81%
15000,4440,95955,4434,99417,4458,106182,100518,4440,24253,4434,34248,4458,25193,27898,1002,200,1002,218,1503,206,208,73.71%,2564,306,2567,308,3196,306,306,37.56%,4327,97,4198,97,4165,95,96,4.81%
15100,4440,107763,4446,96618,4458,95085,99822,4440,25564,4446,23209,4458,23581,24118,1002,241,1002,234,1503,222,232,73.73%,2564,315,2567,301,3196,306,307,37.61%,4327,98,4198,99,4165,96,97,4.90%
15200,4440,98987,4446,97880,4458,99152,98673,4440,24560,4446,24999,4458,24252,24603,1002,197,1002,293,1503,222,237,73.73%,2503,303,2567,320,3196,306,309,38.07%,4327,97,4198,101,4165,99,99,4.90%
15300,4440,98619,4446,96493,4458,96345,97152,4440,25608,4446,24116,4458,24738,24820,1002,209,1002,227,1503,228,221,73.73%,2503,322,2567,304,3196,317,314,38.07%,4327,101,4198,100,4165,105,102,4.90%
15400,4440,102171,4446,97718,4458,97367,99085,4440,24841,4446,25394,4458,25040,25091,1002,214,1002,207,1503,236,219,73.73%,2503,370,2567,319,3196,309,332,38.07%,4327,118,4198,100,4165,102,106,4.90%
15500,4440,108709,4465,102004,4458,96509,102407,4440,24859,4465,24873,4458,25653,25128,1002,224,1002,214,1503,211,216,73.76%,2503,310,2567,320,3196,320,316,38.15%,4327,102,4198,100,4165,100,100,5.03%
15600,4440,103070,4465,98226,4458,98683,99993,4440,25580,4465,25090,4458,24711,25127,1002,230,1002,233,1503,223,228,73.76%,2584,320,2567,319,3196,316,318,37.54%,4327,101,4198,104,4165,102,102,5.03%
15700,4440,104315,4465,98614,4458,100497,101142,4440,24841,4465,26547,4458,25423,25603,1002,211,1002,251,1503,236,232,73.76%,2584,321,2567,362,3196,323,335,37.54%,4327,101,4198,101,4165,105,102,5.03%
15800,4440,106023,4465,101644,4458,100257,102641,4440,25573,4465,24653,4458,26875,25700,1002,214,1002,219,1503,237,223,73.76%,2584,322,2567,320,3196,323,321,37.54%,4327,102,4198,102,4165,102,102,5.03%
15900,4440,106108,4465,100047,4458,103511,103222,4440,27246,4465,26457,4458,25326,26343,1002,237,1002,228,1503,208,224,73.76%,2584,330,2567,324,3196,324,326,37.54%,4327,106,4198,106,4165,112,108,5.03%
16000,4440,105988,4465,105573,4458,102007,104522,4440,26207,4465,25235,4458,28604,26682,1002,222,1002,233,1503,262,239,73.76%,2584,324,2743,493,3196,334,383,36.23%,4327,107,4198,107,4165,110,108,5.03%
16100,4440,119379,4465,116888,4458,103009,113092,4440,39592,4465,26320,4458,27268,31060,1002,212,1002,213,1503,224,216,73.76%,2654,332,2743,327,3196,331,330,35.70%,4327,105,4198,106,4165,104,105,5.03%
16200,4440,108213,4465,107500,4458,104307,106673,4440,27265,4465,26891,4458,26917,27024,1002,214,1002,234,1503,207,218,73.76%,2654,324,2743,336,3196,324,328,35.70%,4327,102,4198,102,4165,105,103,5.03%
16300,4440,110134,4465,103912,4458,104441,106162,4440,26379,4465,26637,4458,28068,27028,1002,247,1002,222,1503,220,229,73.76%,2654,328,2743,341,3196,364,344,35.70%,4327,108,4198,107,4165,107,107,5.03%
16400,4440,117986,4465,112664,4458,103361,111337,4440,28304,4465,26925,4458,27385,27538,1002,241,1002,227,1503,228,232,73.76%,2654,334,2743,333,3196,331,332,35.70%,4327,109,4198,106,4165,109,108,5.03%
16500,4440,109140,4465,103608,4458,104971,105906,4440,26147,4465,26738,4458,26722,26535,1002,222,1002,243,1503,242,235,73.76%,2654,351,2743,330,3196,328,336,35.70%,4327,112,4198,120,4165,108,113,5.03%
16600,4440,110974,4465,105467,4458,107286,107909,4440,26718,4465,28508,4458,27597,27607,1002,230,1002,220,1503,230,226,73.76%,2654,357,2743,330,3196,337,341,35.70%,4327,109,4198,109,4165,107,108,5.03%
16700,4440,110060,4465,111257,4458,109937,110418,4440,27062,4465,28725,4458,27534,27773,1002,244,1002,243,1503,237,241,73.76%,2654,350,2743,360,3196,1196,635,35.70%,4327,112,4198,119,4165,199,143,5.03%
16800,4440,111733,4465,105520,4458,105347,107533,4440,26881,4465,28454,4458,27548,27627,1002,242,1002,225,1503,264,243,73.76%,2654,338,2743,341,3196,721,466,35.70%,4327,108,4198,108,4165,207,141,5.03%
16900,4440,113086,4465,108379,4458,108860,110108,4440,28002,4465,26948,4458,26519,27156,1002,226,1002,229,1503,225,226,73.76%,2654,344,2743,340,3196,344,342,35.70%,4327,109,4198,108,4165,111,109,5.03%
17000,4440,117625,4465,106800,4458,110402,111609,4440,28920,4465,28081,4458,40841,32614,1002,216,1002,245,1503,230,230,73.76%,2654,340,2743,448,3196,350,379,35.70%,4327,113,4198,112,4165,112,112,5.03%
17100,4440,126345,4465,119754,4458,110097,118732,4440,40348,4465,27505,4458,28060,31971,1002,220,1002,253,1503,253,242,73.76%,2654,347,2743,380,3196,341,356,35.70%,4327,114,4198,113,4165,111,112,5.03%
17200,4440,114026,4465,110744,4458,109806,111525,4440,28448,4465,29383,4458,27661,28497,1002,223,1002,228,1503,232,227,73.76%,2654,340,2743,384,3196,348,357,35.70%,4327,109,4198,111,4165,110,110,5.03%
17300,4440,126502,4465,111123,4458,113181,116935,4440,26692,4465,26633,4458,27244,26856,1002,224,1002,215,1503,234,224,73.76%,2654,343,2743,344,3196,380,355,35.70%,4327,109,4198,109,4165,111,109,5.03%
17400,4440,112584,4465,109631,4458,113792,112002,4440,28824,4465,28408,4458,28685,28639,1002,242,1002,260,1503,251,251,73.76%,2654,344,2743,354,3196,349,349,35.70%,4327,109,4198,112,4165,112,111,5.03%
17500,4440,115916,4465,112400,4458,112145,113487,4440,28597,4465,28770,4458,27890,28419,1002,237,1002,229,1503,240,235,73.76%,2654,350,2743,349,3196,362,353,35.70%,4327,117,4198,113,4165,110,113,5.03%
17600,4440,117515,4465,112493,4458,113231,114413,4440,29488,4465,29952,4458,27987,29142,1002,253,1002,255,1503,254,254,73.76%,2654,351,2743,348,3196,549,416,35.70%,4327,115,4198,110,4165,114,113,5.03%
17700,4440,117753,4465,112251,4458,113384,114462,4440,29017,4465,29483,4458,32845,30448,1002,231,1002,264,1503,229,241,73.76%,2654,360,2743,365,3196,394,373,35.70%,4327,114,4198,113,4165,116,114,5.03%
17800,4440,113868,4465,114754,4474,115686,114769,4440,28959,4465,30581,4474,29063,29534,1002,235,1002,228,1503,233,232,73.80%,2654,360,2684,356,3196,372,362,36.23%,4327,114,4198,114,4165,127,118,5.14%
17900,4440,120361,4465,118083,4474,114720,117721,4440,32016,4465,30269,4474,30888,31057,1002,267,1002,235,1503,280,260,73.80%,2607,390,2684,362,3196,373,375,36.58%,4327,129,4198,121,4165,115,121,5.14%
18000,4440,115993,4465,116369,4474,115556,115972,4440,29850,4465,28674,4474,29299,29274,1002,268,1002,259,1503,257,261,73.80%,2607,358,2684,360,3196,358,358,36.58%,4327,116,4198,116,4165,113,115,5.14%
18100,4449,120477,4465,117937,4474,117118,118510,4449,31150,4465,29111,4474,28406,29555,1002,300,1002,236,1503,305,280,73.81%,2607,363,2684,371,3196,356,363,36.62%,4327,119,4198,123,4165,117,119,5.21%
18200,4449,118646,4465,115746,4474,115965,116785,4449,29951,4465,30170,4474,29848,29989,1002,239,1002,243,1503,233,238,73.81%,2607,393,2684,380,3196,362,378,36.62%,4327,118,4198,120,4165,120,119,5.21%
18300,4449,120940,4465,117302,4474,119223,119155,4449,31103,4465,29994,4474,31111,30736,1002,237,1002,280,1503,247,254,73.81%,2607,380,2684,363,3196,517,420,36.62%,4327,118,4198,118,4165,117,117,5.21%
18400,4449,121029,4465,118927,4474,119156,119704,4449,29976,4465,29704,4474,30083,29921,1002,237,1002,232,1503,244,237,73.81%,2607,379,2684,371,3196,383,377,36.62%,4327,123,4198,125,4165,120,122,5.21%
18500,4457,117710,4465,119189,4474,121473,119457,4457,30690,4465,30023,4474,30464,30392,1002,459,1002,264,1503,249,324,73.83%,2607,526,2684,379,3196,386,430,36.65%,4327,124,4198,121,4165,121,122,5.27%
18600,4457,125033,4465,117775,4474,119624,120810,4457,29845,4465,30806,4474,33103,31251,1002,244,1002,257,1503,246,249,73.83%,2607,405,2684,368,3196,374,382,36.65%,4327,120,4198,120,4165,120,120,5.27%
18700,4457,124677,4465,119865,4474,120166,121569,4457,30714,4465,30673,4474,33616,31667,1002,273,1002,246,1503,264,261,73.83%,2607,374,2684,372,3196,375,373,36.65%,4327,120,4198,119,4165,120,119,5.27%
18800,4457,124017,4465,121006,4474,121763,122262,4457,31403,4465,29027,4474,32908,31112,1002,245,1002,254,1503,240,246,73.83%,2607,370,2684,378,3196,383,377,36.65%,4327,122,4198,121,4165,131,124,5.27%
18900,4457,127022,4465,123037,4474,120843,123634,4457,43991,4465,29815,4474,31271,35025,1002,244,1002,242,1503,497,327,73.83%,2607,380,2684,400,3196,685,488,36.65%,4327,125,4198,125,4165,199,149,5.27%
19000,4457,136454,4465,136462,4474,120233,131049,4457,32496,4465,31814,4474,30598,31636,1002,256,1002,256,1503,258,256,73.83%,2607,409,2684,384,3196,385,392,36.65%,4327,138,4198,125,4165,127,130,5.27%
19100,4457,137658,4465,122075,4474,124729,128154,4457,31338,4465,30376,4474,30989,30901,1002,266,1002,246,1503,266,259,73.83%,2607,381,2684,376,3196,410,389,36.65%,4327,122,4198,127,4165,126,125,5.27%
19200,4457,125876,4465,122970,4474,122711,123852,4457,32199,4465,30595,4474,32487,31760,1002,247,1002,269,1503,269,261,73.83%,3014,405,2684,383,3196,385,391,33.61%,4327,126,4198,140,4165,126,130,5.27%
19300,4457,126653,4465,123409,4474,128605,126222,4457,30912,4465,32027,4474,30816,31251,1002,245,1002,244,1503,257,248,73.83%,3014,372,2684,390,3196,386,382,33.61%,4327,134,4198,142,4165,124,133,5.27%
19400,4457,129125,4465,128872,4474,124679,127558,4457,31714,4465,32535,4474,31764,32004,1002,241,1002,277,1503,241,253,73.83%,3014,377,2699,390,3196,375,380,33.50%,4327,122,4198,133,4165,126,127,5.27%
19500,4457,125395,4465,126149,4474,124300,125281,4457,32625,4465,31483,4474,33213,32440,1002,277,1002,249,1503,248,258,73.83%,3014,420,2699,383,3196,395,399,33.50%,4327,123,4198,122,4165,123,122,5.27%
19600,4457,128818,4465,124854,4474,124664,126112,4457,30947,4465,32751,4474,31440,31712,1002,321,1002,253,1503,259,277,73.83%,3014,418,2699,385,3196,394,399,33.50%,4327,132,4198,130,4165,129,130,5.27%
19700,4457,125680,4465,124685,4474,127587,125984,4457,31424,4465,31711,4474,31253,31462,1002,258,1002,252,1503,254,254,73.83%,3014,389,2699,381,3196,381,383,33.50%,4327,138,4198,134,4165,123,131,5.27%
19800,4457,129520,4465,125629,4474,126433,127194,4457,32079,4465,31132,4474,32149,31786,1002,251,1002,251,1503,256,252,73.83%,3014,561,2699,387,3196,389,445,33.50%,4327,138,4198,124,4165,127,129,5.27%
19900,4457,130249,4465,130786,4474,126850,129295,4457,36107,4465,32158,4474,32637,33634,1002,260,1002,255,1503,260,258,73.83%,3014,401,2699,389,3196,397,395,33.50%,4327,144,4198,128,4165,138,136,5.27%
20000,4457,135196,4465,128542,4474,137720,133819,4457,33660,4465,33610,4474,32808,33359,1002,260,1002,263,1503,255,259,73.83%,3014,411,2699,393,3196,391,398,33.50%,4327,132,4198,128,4165,138,132,5.27%
20100,4457,128941,4465,126764,4474,128153,127952,4457,33114,4465,37229,4474,33250,34531,1002,284,1002,269,1503,253,268,73.83%,3014,399,2699,395,3196,403,399,33.50%,4327,128,4198,129,4165,126,127,5.27%
20200,4457,129909,4465,129794,4474,131714,130472,4457,34427,4465,34511,4474,33132,34023,1002,265,1002,257,1503,263,261,73.83%,3014,412,2699,393,3196,404,403,33.50%,4327,132,4198,138,4165,132,134,5.27%
20300,4457,133000,4465,130593,4474,134489,132694,4457,34791,4465,32793,4474,32871,33485,1002,275,1002,266,1503,289,276,73.83%,3014,413,2699,410,3196,396,406,33.50%,4327,129,4198,133,4165,129,130,5.27%
20400,4467,135888,4465,132919,4474,136080,134962,4467,34204,4465,32056,4474,33875,33378,1002,283,1002,258,1503,275,272,73.84%,3014,401,2699,397,3196,406,401,33.55%,4327,134,4198,130,4165,132,132,5.34%
20500,4467,135554,4465,131582,4474,134765,133967,4467,34416,4465,35069,4474,33996,34493,1002,267,1002,489,1503,287,347,73.84%,3014,399,2699,415,3196,410,408,33.55%,4327,132,4198,186,4165,131,149,5.34%
20600,4467,137478,4465,134076,4474,135964,135839,4467,34500,4465,34584,4474,35704,34929,1002,263,1002,256,1503,278,265,73.84%,3014,409,2699,454,3196,404,422,33.55%,4327,133,4198,136,4165,136,135,5.34%
20700,4467,136786,4465,135912,4474,132896,135198,4467,33908,4465,37757,4474,34994,35553,1002,275,1002,268,1503,262,268,73.84%,3014,401,2699,423,3196,413,412,33.55%,4327,133,4198,135,4165,147,138,5.34%
20800,4467,137477,4465,133656,4474,135336,135489,4467,34093,4465,35939,4474,34596,34876,1002,296,1002,265,1503,285,282,73.84%,3014,400,2699,413,3196,420,411,33.55%,4327,133,4198,134,4165,136,134,5.34%
20900,4467,140127,4476,136095,4474,135714,137312,4467,35410,4476,35010,4474,33561,34660,1002,280,1002,386,1503,277,314,73.86%,3014,411,2699,442,3196,747,533,33.60%,4327,137,4198,133,4165,138,136,5.42%
21000,4467,141007,4476,135349,4474,141381,139245,4467,36556,4476,36088,4474,33256,35300,1002,258,1002,281,1503,261,266,73.86%,3014,413,2699,441,3196,408,420,33.60%,4327,147,4198,166,4165,135,149,5.42%
21100,4467,138285,4476,136458,4474,138263,137668,4467,34685,4476,36397,4474,35521,35534,1002,261,1002,310,1503,257,276,73.86%,3014,561,2699,402,3196,403,455,33.60%,4327,131,4198,132,4165,136,133,5.42%
21200,4476,145180,4476,134917,4474,137035,139044,4476,33909,4476,34549,4474,35398,34618,1002,269,1002,275,1503,280,274,73.88%,3014,406,2699,409,3196,412,409,33.64%,4327,136,4198,141,4165,136,137,5.48%
21300,4476,138773,4476,138196,4478,139880,138949,4476,34568,4476,35080,4478,34787,34811,1002,284,1002,281,1503,272,279,73.89%,3014,417,2937,410,3196,409,412,31.89%,4327,143,4198,139,4165,140,140,5.51%
21400,4476,142601,4476,139292,4478,142081,141324,4476,35424,4476,34674,4478,36179,35425,1002,287,1002,268,1503,384,313,73.89%,3014,412,2937,452,3196,1101,655,31.89%,4327,137,4198,137,4165,794,356,5.51%
21500,4476,147154,4476,142856,4478,139787,143265,4476,36801,4476,35511,4478,38764,37025,1002,271,1002,268,1503,281,273,73.89%,3014,413,2937,421,3196,430,421,31.89%,4327,141,4198,194,4165,142,159,5.51%
21600,4476,143098,4476,140202,4478,139433,140911,4476,36059,4476,35825,4478,36392,36092,1002,268,1002,277,1503,268,271,73.89%,3014,410,2937,418,3196,417,415,31.89%,4327,135,4198,142,4165,138,138,5.51%
21700,4476,145570,4476,140623,4478,140537,142243,4476,35932,4476,37136,4478,35274,36114,1002,287,1002,274,1503,287,282,73.89%,3014,488,2937,413,3196,409,436,31.89%,4327,139,4198,139,4165,140,139,5.51%
21800,4476,144133,4476,140131,4478,141335,141866,4476,35839,4476,34781,4478,34993,35204,1002,277,1002,266,1503,309,284,73.89%,3014,455,2937,420,3196,420,431,31.89%,4327,140,4198,143,4165,143,142,5.51%
21900,4476,145131,4476,140188,4478,141711,142343,4476,35285,4476,36831,4478,36652,36256,1002,287,1002,283,1503,305,291,73.89%,3014,415,2937,427,3196,427,423,31.89%,4327,142,4198,144,4165,143,143,5.51%
22000,4476,152682,4476,139221,4478,140592,144165,4476,34479,4476,35756,4478,35584,35273,1002,270,1002,275,1503,286,277,73.89%,3014,422,2937,421,3196,431,424,31.89%,4327,140,4198,145,4165,162,149,5.51%
22100,4476,143510,4476,143250,4478,162835,149865,4476,35987,4476,42703,4478,53149,43946,1002,277,1002,300,1503,282,286,73.89%,3014,448,2937,418,3196,445,437,31.89%,4327,147,4198,142,4165,141,143,5.51%
22200,4476,161483,4476,159094,4478,141627,154068,4476,35459,4476,35378,4478,37673,36170,1002,274,1002,266,1503,375,305,73.89%,3014,415,2937,412,3196,448,425,31.89%,4327,142,4198,143,4165,208,164,5.51%
22300,4476,162341,4476,142553,4478,146402,150432,4476,34826,4476,35106,4478,35368,35100,1002,288,1002,308,1503,288,294,73.89%,3014,429,2937,446,3196,427,434,31.89%,4327,142,4198,146,4165,146,144,5.51%
22400,4476,148950,4476,144221,4478,145446,146205,4476,35404,4476,37765,4478,38889,37352,1002,277,1002,275,1503,278,276,73.89%,3014,429,2937,435,3196,443,435,31.89%,4327,159,4198,160,4165,140,153,5.51%
22500,4476,146470,4476,144832,4478,146926,146076,4476,37237,4476,36491,4478,36164,36630,1002,284,1002,301,1503,281,288,73.89%,3014,425,2937,437,3196,514,458,31.89%,4327,214,4198,160,4165,146,173,5.51%
22600,4483,151560,4476,149648,4478,147675,149627,4483,36640,4476,37028,4478,37177,36948,1002,279,1002,298,1503,336,304,73.90%,3014,429,2937,440,3196,443,437,31.93%,4327,144,4198,146,4165,145,145,5.56%
22700,4483,147309,4476,145102,4478,150943,147784,4483,38515,4476,38329,4478,37975,38273,1002,284,1002,276,1503,364,308,73.90%,3014,433,2937,522,3196,437,464,31.93%,4327,147,4198,142,4165,148,145,5.56%
22800,4483,150772,4476,145248,4478,148321,148113,4483,37726,4476,37910,4478,38950,38195,1002,284,1002,311,1503,288,294,73.90%,3014,431,2937,425,3196,440,432,31.93%,4327,144,4198,143,4165,148,145,5.56%
22900,4483,160461,4476,144709,4478,147414,150861,4483,36972,4476,36485,4478,38975,37477,1002,316,1002,440,1503,280,345,73.90%,3014,444,2937,508,3196,433,461,31.93%,4327,152,4198,145,4165,146,147,5.56%
23000,4483,150661,4476,148199,4478,148039,148966,4483,37390,4476,37581,4478,37694,37555,1002,280,1002,305,1503,413,332,73.90%,3014,432,2937,432,3196,450,438,31.93%,4327,146,4198,147,4165,165,152,5.56%
23100,4483,147216,4476,148849,4478,148823,148296,4483,38086,4476,37577,4478,38290,37984,1002,333,1002,299,1503,309,313,73.90%,3014,451,2937,489,3196,443,461,31.93%,4327,148,4198,152,4165,156,152,5.56%
23200,4483,151555,4476,148880,4478,149494,149976,4483,39746,4476,39086,4478,37763,38865,1002,291,1002,283,1503,293,289,73.90%,3014,434,2937,433,3196,457,441,31.93%,4327,157,4198,148,4165,201,168,5.56%
